,name,year,imdb,number_votes,age_rating,runtime,genres,directors,actors
176,What We Do in the Shadows,(2019– ),8.4,16772,none,30,"Comedy, Fantasy, Horror",Kayvan Novak,"Matt Berry, Natasia Demetriou, Harvey Guillén, none"
177,O Cristal Encantado: A Era da Resistência,(2019– ),8.6,16731,12,60,"Adventure, Drama, Family",Neil Sterenberg,"Beccy Henderson, Nathalie Emmanuel, Taron Egerton, none"
178,Future Man,(2017– ),7.8,16725,none,30,"Action, Adventure, Comedy",Josh Hutcherson,"Eliza Coupe, Derek Wilson, Haley Joel Osment, none"
179,The Good Fight,(2017– ),8.3,16527,16,45,"Crime, Drama",Christine Baranski,"Rose Leslie, Cush Jumbo, Delroy Lindo, none"
180,Yeh Meri Family,(2018– ),9.3,16468,none,30,"Comedy, Drama, Family",Vishesh Bansal,"Mona Singh, Akarsh Khurana, Ahan Nirban, none"
181,Kota Factory,(2019– ),9.2,16416,none,45,"Comedy, Drama",Mayur More,"Ranjan Raj, Revathi Pillai, Alam Khan, none"
182,Flames,(2018– ),9.3,16273,none,20,"Comedy, Drama, Romance",Ritvik Sahore,"Tanya Maniktala, Sunakshi Grover, Shivam Kakar, none"
183,9-1-1,(2018– ),7.7,16199,14,43,"Action, Drama, Thriller",Angela Bassett,"Peter Krause, Oliver Stark, Aisha Hinds, none"
184,Hanna,(2019– ),7.5,16062,none,60,"Action, Drama",Esme Creed-Miles,"Mireille Enos, Joel Kinnaman, Khalid Abdalla, none"
185,Amigos da Faculdade,(2017– ),6.8,16040,none,30,"Comedy, Drama",Keegan-Michael Key,"Cobie Smulders, Annie Parisse, Nat Faxon, none"
186,Black Summer,(2019– ),6.3,15853,16,40,"Action, Drama, Horror",Jaime King,"Justin Chu Cary, Christine Lee, Sal Velez Jr., none"
187,Messiah,(2020– ),7.9,15693,none,43,"Drama, Mystery, Thriller",Michelle Monaghan,"Mehdi Dehbi, John Ortiz, Tomer Sisley, none"
188,Wynonna Earp,(2016– ),7.4,15632,none,60,"Action, Drama, Fantasy",Melanie Scrofano,"Tim Rozon, Dominique Provost-Chalkley, Katherine Barrell, none"
189,Koombiyo,(2017–2018),9.6,15581,none,20,"Crime, Drama, Thriller",Thumindu Dodantenne,"Kalana Gunasekara, Andrew Pulle, Yureni Noshika, none"
190,The Resident,(2018– ),7.6,15569,none,60,Drama,Matt Czuchry,"Emily VanCamp, Manish Dayal, Shaunette Renée Wilson, none"
191,Salvation,(2017–2018),7.1,15482,none,43,"Drama, Sci-Fi, Thriller",Santiago Cabrera,"Jennifer Finnigan, Charlie Rowe, Jacqueline Byers, none"
192,Younger,(2015– ),7.8,15434,none,22,"Comedy, Romance",Sutton Foster,"Miriam Shor, Hilary Duff, Debi Mazar, none"
193,Van Helsing,(2016– ),6.2,15282,18,60,"Action, Drama, Fantasy",Kelly Overton,"Jonathan Scarfe, Aleks Paunovic, Vincent Gale, none"
194,MacGyver,(2016– ),5.2,15239,none,43,"Action, Adventure, Drama",Lucas Till,"Tristin Mays, Justin Hires, George Eads, none"
195,Manto e Adaga,(2018–2019),6.8,15088,14,44,"Action, Adventure, Drama",Olivia Holt,"Aubrey Joseph, Gloria Reuben, Emma Lahana, none"
196,Feud,(2017– ),8.5,15078,none,45,"Biography, Drama",Jessica Lange,"Susan Sarandon, Judy Davis, Jackie Hoffman, none"
197,Crazy Ex-Girlfriend,(2015–2019),7.8,14902,16,42,"Comedy, Musical",Rachel Bloom,"Donna Lynne Champlin, Vincent Rodriguez III, Pete Gardner, none"
198,Genius,(I) (2017– ),8.4,14829,none,43,"Biography, Drama, History",Samantha Colley,"Seth Gabel, Antonio Banderas, Clémence Poésy, none"
199,Yellowstone,(2018– ),8.4,14662,none,60,"Drama, Western",Kevin Costner,"Luke Grimes, Kelly Reilly, Wes Bentley, none"
200,Homecoming,(2018– ),7.5,14580,16,30,"Drama, Thriller",Stephan James,"Julia Roberts, Bobby Cannavale, Shea Whigham, none"
201,Frontier,(2016–2018),7.2,14469,none,60,"Adventure, Drama, History",Jason Momoa,"Landon Liboiron, Zoe Boyle, Greg Bryk, none"
202,Swamp Thing,(2019),7.7,14359,none,60,"Action, Adventure, Drama",Crystal Reed,"Virginia Madsen, Andy Bean, Derek Mears, none"
203,Homem de Família,(2019– ),8.7,14310,none,45,"Action, Comedy, Drama",Manoj Bajpayee,"Priyamani, Sharib Hashmi, Neeraj Madhav, none"
204,Knightfall,(2017– ),6.7,14280,none,60,"Action, Adventure, Drama",Tom Cullen,"Pádraic Delaney, Simon Merrells, Julian Ovenden, none"
205,Girlboss,(2017),7.0,13944,none,26,Comedy,Britt Robertson,"Ellie Reed, Johnny Simmons, Alphonso McAuley, none"
206,Years and Years,(2019– ),8.4,13942,16,60,"Drama, Sci-Fi",Rory Kinnear,"T'Nia Miller, Anne Reid, Ruth Madeley, none"
207,Derry Girls,(2018– ),8.4,13874,none,30,Comedy,Saoirse-Monica Jackson,"Louisa Harland, Nicola Coughlan, Jamie-Lee O'Donnell, none"
208,Catastrophe,(2015–2019),8.2,13772,none,24,Comedy,Sharon Horgan,"Rob Delaney, Mark Bonnar, Ashley Jensen, none"
209,A Rainha do Sul,(2016– ),7.9,13744,none,42,"Action, Crime, Drama",Alice Braga,"Hemky Madera, Peter Gadiot, Veronica Falcón, none"
210,The Rookie,(2018– ),8.0,13727,14,43,"Comedy, Crime, Drama",Nathan Fillion,"Alyssa Diaz, Richard T. Jones, Titus Makin Jr., none"
211,Horace and Pete,(2016),8.5,13716,none,67,"Comedy, Drama",Louis C.K.,"Steve Buscemi, Edie Falco, Steven Wright, none"
212,The Tick,(2017–2019),7.4,13687,none,29,"Action, Adventure, Comedy",Peter Serafinowicz,"Griffin Newman, Valorie Curry, Yara Martinez, none"
213,The Act,(2019– ),8.0,13675,16,60,"Biography, Crime, Drama",Patricia Arquette,"Joey King, AnnaSophia Robb, Chloë Sevigny, none"
214,Who Is America?,(2018),8.3,13546,none,30,Comedy,Sacha Baron Cohen,"Roy Elghanayan, Emanuela Postacchini, Alfred Pierce, none"
215,The Society,(2019– ),7.0,13539,16,58,"Drama, Mystery, Sci-Fi",Kathryn Newton,"Gideon Adlon, Sean Berdy, Natasha Liu Bordizzo, none"
216,Galavant,(2015–2016),8.1,13482,none,22,"Adventure, Comedy, Fantasy",Joshua Sasse,"Timothy Omundson, Vinnie Jones, Mallory Jansen, none"
217,Mr. Mercedes,(2017– ),7.9,13448,18,60,"Mystery, Sci-Fi, Thriller",Brendan Gleeson,"Holland Taylor, Jharrel Jerome, Breeda Wool, none"
218,Içerde,(2016–2017),7.9,13426,none,60,"Action, Crime, Drama",Çagatay Ulusoy,"Aras Bulut Iynemli, Çetin Tekindor, Nihal G. Koldas, none"
219,Krypton,(2018–2019),7.0,13363,14,45,"Action, Adventure, Drama",Cameron Cuffe,"Georgina Campbell, Shaun Sipos, Ann Ogbomo, none"
220,Legacies,(2018– ),7.5,13331,16,45,"Adventure, Drama, Fantasy",Danielle Rose Russell,"Aria Shahghasemi, Kaylee Bryant, Jenny Boyd, none"
221,Pose,(2018– ),8.6,13194,16,60,Drama,Mj Rodriguez,"Dominique Jackson, Indya Moore, Angel Bismark Curiel, none"
222,Babylon Berlin,(2017– ),8.4,13173,none,45,"Crime, Drama, Thriller",Volker Bruch,"Liv Lisa Fries, Leonie Benesch, Peter Kurth, none"
223,Kingdom,(2019– ),8.2,13102,none,45,"Action, Drama, Thriller",Doona Bae,"Greg Chun, Jun-ho Heo, Ji-Hoon Ju, none"
224,Bull,(2016– ),6.9,12946,none,60,"Comedy, Crime, Drama",Michael Weatherly,"Freddy Rodríguez, Geneva Carr, Jaime Lee Kirchner, none"
225,Everything Sucks!,(2018),7.5,12936,12,30,Comedy,Jahi Di'Allo Winston,"Peyton Kennedy, Patch Darragh, Claudine Mboligikpelani Nako, none"
226,SEAL Team,(2017– ),7.4,12823,none,43,"Action, Drama, War",David Boreanaz,"Max Thieriot, Jessica Paré, Neil Brown Jr., none"
227,Pew News,(2018– ),9.3,12784,none,15,"Comedy, News",Mary Katherine Ham,"Felix Kjellberg, Poppy Gloria, Poppy Harlow, none"
228,Areia Movediça,(2019– ),7.6,12764,none,45,Drama,Hanna Ardéhn,"Felix Sandman, David Dencik, Anna Björk, none"
229,Trapped,(2015– ),8.1,12709,none,60,"Crime, Drama, Thriller",Ólafur Darri Ólafsson,"Ilmur Kristjánsdóttir, Ingvar Sigurdsson, Elva María Birgisdóttir, none"
230,The Mick,(2017–2018),7.8,12638,none,30,Comedy,Kaitlin Olson,"Sofia Black-D'Elia, Thomas Barbusca, Carla Jimenez, none"
231,Hospital New Amsterdam,(2018– ),8.1,12633,none,43,Drama,Ryan Eggold,"Janet Montgomery, Freema Agyeman, Jocko Sims, none"
232,Medici,(2016– ),7.9,12616,none,60,"Biography, Drama, History",Daniel Sharman,"Alessandra Mastronardi, Synnove Karlsen, Sebastian De Souza, none"
233,UnREAL,(2015–2018),7.8,12614,none,42,Drama,Shiri Appleby,"Craig Bierko, Jeffrey Bowyer-Chapman, Brennan Elliott, none"
234,The Brink,(2015),7.8,12583,none,30,Comedy,Jack Black,"Tim Robbins, Pablo Schreiber, Aasif Mandvi, none"
235,Gypsy,(2017),6.9,12544,none,51,"Drama, Thriller",Naomi Watts,"Billy Crudup, Sophie Cookson, Karl Glusman, none"
236,Glitch,(2015–2019),7.4,12535,16,45,"Drama, Sci-Fi",Patrick Brammall,"Emma Booth, Sean Keenan, Hannah Monson, none"
237,Queer Eye: Mais que um Makeover,(2018– ),8.6,12523,12,45,Reality-TV,Bobby Berk,"Karamo Brown, Tan France, Antoni Porowski, none"
238,Doctor Foster,(2015– ),7.7,12506,14,60,Drama,Suranne Jones,"Bertie Carvel, Tom Taylor, Thusitha Jayasundera, none"
239,The Order,(2019– ),6.9,12112,none,60,"Drama, Fantasy, Horror",Jake Manley,"Sarah Grey, Adam DiMarco, Katharine Isabelle, none"
240,Frequency,(2016–2017),7.5,11997,none,42,"Drama, Fantasy, Mystery",Peyton List,"Riley Smith, Devin Kelley, Mekhi Phifer, none"
241,Mars,(2016–2018),7.5,11994,none,60,"Adventure, Drama, Sci-Fi",Jihae,"Alberto Ammann, Clémentine Poidatz, Sammi Rotibi, none"
242,Versailles,(2015–2018),7.9,11918,16,52,"Biography, Drama, History",George Blagden,"Alexander Vlahos, Tygh Runyan, Stuart Bowman, none"
243,O Príncipe Dragão,(2018– ),8.4,11733,none,26,"Animation, Family, Fantasy",Paula Burrows,"Jack De Sena, Sasha Rojen, Jason Simpson, none"
244,El Chapo,(2017– ),7.9,11729,none,43,"Crime, Drama",Marco de la O,"Humberto Busto, Diego Vásquez, Juan Carlos Cruz, none"
245,The I-Land,(2019),4.4,11669,16,40,"Adventure, Drama, Mystery",Natalie Martinez,"Kate Bosworth, Ronald Peet, Sibylla Deen, none"
246,"Midnight, Texas",(2017–2018),7.4,11604,none,60,"Drama, Fantasy, Mystery",François Arnaud,"Dylan Bruce, Parisa Fitz-Henley, Arielle Kebbel, none"
247,Kidding,(2018– ),8.0,11526,none,30,"Comedy, Drama",Jim Carrey,"Frank Langella, Judy Greer, Cole Allen, none"
248,Chef's Table,(2015– ),8.6,11494,12,50,Documentary,Dan Barber,"Massimo Bottura, Bill Buford, Lara Gilmore, none"
249,Dinastia,(2017– ),7.3,11341,14,42,Drama,Elizabeth Gillies,"Rafael de la Fuente, Robert Christopher Riley, Sam Adegoke, none"
250,Chicago Med: Atendimento de Emergência,(2015– ),7.5,11301,12,43,Drama,Nick Gehlfuss,"Yaya DaCosta, Torrey DeVitto, Brian Tee, none"
251,Electric Dreams,(2017– ),7.3,11297,none,60,Sci-Fi,Steve Buscemi,"Geraldine Chaplin, Bryan Cranston, Terrence Howard, none"
252,Life in Pieces,(2015–2019),8.0,11257,none,22,Comedy,Colin Hanks,"Betsy Brandt, Thomas Sadoski, Zoe Lister-Jones, none"
253,Second Chance,(I) (2016),7.5,11242,none,42,"Drama, Sci-Fi",Robert Kazinsky,"Dilshad Vadsaria, Adhir Kalyan, Ciara Bravo, none"
254,Caçadores de Trolls: Contos de Arcadia,(2016–2018),8.5,11234,Livre,23,"Animation, Action, Adventure",Charlie Saxton,"Lexi Medrano, Anton Yelchin, Kelsey Grammer, none"
255,Emerald City,(2016–2017),7.2,11185,none,60,"Adventure, Drama, Fantasy",Adria Arjona,"Oliver Jackson-Cohen, Ana Ularu, Gerran Howell, none"
256,The Returned,(2015),7.1,11173,none,42,"Drama, Fantasy, Horror",Kevin Alejandro,"Agnes Bruckner, India Ennenga, Sandrine Holt, none"
257,Charmed: Nova Geração,(2018– ),4.4,11124,14,43,"Drama, Fantasy",Melonie Diaz,"Madeleine Mantock, Sarah Jeffery, Rupert Evans, none"
258,S.W.A.T.,(2017– ),6.9,11061,none,43,"Action, Adventure, Crime",Shemar Moore,"Alex Russell, Lina Esco, Kenny Johnson, none"
259,Daybreak,(2019),6.8,11008,16,60,"Action, Adventure, Comedy",Colin Ford,"Alyvia Alyn Lind, Sophie Simnett, Austin Crute, none"
260,Stitchers,(2015– ),6.9,10997,none,60,"Crime, Drama, Sci-Fi",Emma Ishta,"Kyle Harris, Ritesh Rajan, Salli Richardson-Whitfield, none"
261,Content Cop,(2015– ),9.2,10951,none,20,"Documentary, Comedy, Crime",Ian Carter,"Calvin Vail, Bryan Le, Roman Atwood, none"
262,McMafia,(2018– ),7.7,10938,none,60,"Crime, Drama, Thriller",James Norton,"Merab Ninidze, Kirill Pirogov, Igor Pokrajac, none"
263,Fauda,(2015– ),8.3,10852,none,60,"Action, Drama, Thriller",Lior Raz,"Itzik Cohen, Neta Garty, Boaz Konforty, none"
264,Como Vender Drogas Online (Rápido),(2019– ),7.9,10845,18,30,"Comedy, Crime, Drama",Maximilian Mundt,"Danilo Kamber, Lena Klenke, Damian Hardung, none"
265,Um Dia de Cada Vez,(2017– ),8.2,10806,12,30,Comedy,Justina Machado,"Todd Grinnell, Isabella Gomez, Marcel Ruiz, none"
266,Troia: A Queda de Uma Cidade,(2018– ),3.8,10745,16,60,"Action, Adventure, Fantasy",Louis Hunter,"Christiaan Schoombie, Bella Dayne, Chloe Pirrie, none"
267,StartUp,(2016–2018),8.0,10742,none,44,"Crime, Thriller",Adam Brody,"Edi Gathegi, Otmara Marrero, Kristen Ariza, none"
268,Dirty John: O Golpe do Amor,(2018– ),7.1,10672,16,50,Drama,Connie Britton,"Eric Bana, Julia Garner, Cameron Crovetti, none"
269,The Royals,(2015–2018),7.5,10606,none,42,Drama,Joan Collins,"William Moseley, Alexandra Park, Jake Maskall, none"
270,Quarry,(2016– ),8.1,10491,none,60,"Crime, Drama, Thriller",Logan Marshall-Green,"Jodi Balfour, Damon Herriman, Edoardo Ballerini, none"
271,Dilema,(2019– ),6.3,10468,16,55,Thriller,Jane Levy,"Blake Jenner, Keith Powers, Samantha Marie Ware, none"
272,Aquarius,(2015–2016),7.1,10447,none,42,"Biography, Crime, Drama",David Duchovny,"Grey Damon, Gethin Anthony, Emma Dumont, none"
273,The Late Show with Stephen Colbert,(2015– ),7.3,10432,none,41,"Comedy, Talk-Show",Stephen Colbert,"Jonathan Batiste, Stay Human, Brian Stack, none"
274,The Politician,(2019– ),7.6,10408,none,42,"Comedy, Drama",Ben Platt,"Zoey Deutch, Lucy Boynton, Bob Balaban, none"
275,Easy,(2016– ),6.9,10367,none,30,Comedy,Michael Chernus,"Jane Adams, Elizabeth Reaser, Jacqueline Toboni, none"
276,Britannia,(2017– ),6.7,10308,none,60,"Action, Drama, Fantasy",Mackenzie Crook,"David Morrissey, Nikolaj Lie Kaas, Eleanor Worthington-Cox, none"
277,Enaaya,(2019– ),8.9,10301,none,25,Drama,Mehwish Hayat,"Azfar Rehman, Asad Siddiqui, Faryal Mehmood, none"
278,Nightflyers,(2018),5.9,10294,none,60,"Horror, Sci-Fi",Eoin Macken,"David Ajala, Jodie Turner-Smith, Angus Sampson, none"
279,Deutschland 83,(2015),8.1,10158,none,42,"Drama, History, Romance",Jonas Nay,"Maria Schrader, Ulrich Noethen, Sylvester Groth, none"
280,Better Things,(2016– ),7.7,10154,none,22,"Comedy, Drama",Pamela Adlon,"Mikey Madison, Hannah Alligood, Olivia Edward, none"
281,Segredos e Mentiras,(2015–2016),7.6,10137,none,43,"Crime, Drama",Ryan Phillippe,"Juliette Lewis, KaDee Strickland, Natalie Martinez, none"
282,The Whispers,(2015),7.2,10092,none,60,"Drama, Horror, Mystery",Lily Rabe,"Barry Sloane, Milo Ventimiglia, Derek Webster, none"
283,Six,(2017–2018),7.3,10050,none,60,"Action, Drama, History",Barry Sloane,"Kyle Schmid, Juan Pablo Raba, Edwin Hodge, none"
284,Código Negro,(2015–2018),8.1,9989,none,42,Drama,Marcia Gay Harden,"Harry Ford, Benjamin Hollingsworth, Luis Guzmán, none"
285,Tin Star,(2017– ),7.3,9986,none,60,"Crime, Drama, Thriller",Tim Roth,"Genevieve O'Reilly, Abigail Lawrie, Christina Hendricks, none"
286,Slasher,(2016– ),6.7,9904,18,60,"Crime, Drama, Horror",Dean McDermott,"Joanne Vannicola, Paula Brancati, Christopher Jacot, none"
287,Mayans M.C.,(2018– ),7.5,9900,none,60,"Crime, Drama, Thriller",JD Pardo,"Clayton Cardenas, Sarah Bolger, Michael Irby, none"
288,The Catch,(2016–2017),7.2,9822,none,43,"Crime, Drama, Romance",Mireille Enos,"Peter Krause, Jay Hayden, Rose Rollins, none"
289,CSI: Cyber,(2015–2016),5.4,9822,none,44,"Crime, Drama, Mystery",Patricia Arquette,"James Van Der Beek, Shad Moss, Charley Koontz, none"
290,Letterkenny,(2016– ),8.6,9818,none,30,Comedy,Jared Keeso,"Michelle Mylett, Nathan Dales, K. Trevor Wilson, none"
291,Insecure,(2016– ),7.8,9691,none,30,"Comedy, Romance",Issa Rae,"Yvonne Orji, Jay Ellis, Lisa Joyce, none"
292,Flaked,(2016– ),7.2,9666,16,30,"Comedy, Drama",Will Arnett,"David Sullivan, Ruth Kearney, George Basil, none"
293,Siren,(2018– ),7.0,9617,none,60,"Drama, Fantasy",Alex Roe,"Eline Powell, Fola Evans-Akingbola, Ian Verdun, none"
294,Unforgotten,(2015– ),8.2,9611,none,45,"Crime, Drama, Mystery",Nicola Walker,"Sanjeev Bhaskar, Lewis Reeves, Jordan Long, none"
295,Paradise PD,(2018– ),7.0,9546,16,28,"Animation, Comedy, Crime",Sarah Chalke,"David Herman, Tom Kenny, Kyle Kinane, none"
296,BrainDead,(2016),8.1,9525,none,44,"Comedy, Drama, Horror",Mary Elizabeth Winstead,"Danny Pino, Aaron Tveit, Tony Shalhoub, none"
297,24: Legacy,(2016–2017),6.2,9483,none,41,"Action, Crime, Drama",Corey Hawkins,"Miranda Otto, Anna Diop, Teddy Sears, none"
298,Patriota,(II) (2015– ),8.3,9469,none,58,"Comedy, Drama, Thriller",Michael Dorman,"Kurtwood Smith, Michael Chernus, Kathleen Munroe, none"
299,Baskets,(2016–2019),7.5,9452,none,30,"Comedy, Drama",Zach Galifianakis,"Martha Kelly, Louie Anderson, Alex Morris, none"
300,Amor Moderno,(2019– ),8.0,9448,none,32,"Comedy, Romance",Anne Hathaway,"Tina Fey, Andy Garcia, Dev Patel, none"
301,The Purge,(2018– ),6.4,9434,16,60,"Action, Drama, Horror",Gabriel Chavarria,"Derek Luke, Hannah Emily Anderson, Max Martini, none"
302,Minority Report,(2015),5.9,9424,none,42,"Action, Crime, Drama",Meagan Good,"Stark Sands, Nick Zano, Daniel London, none"
303,Vikingane,(2016– ),7.8,9295,none,30,Comedy,Kåre Conradi,"Nils Jørgen Kaalstad, Jon Øigarden, Bjørn Myrene, none"
304,Breathe,(2018– ),8.4,9240,none,45,"Drama, Thriller",Madhavan,"Amit Sadh, Sapna Pabbi, Shriswara, none"
305,The Passage,(2019),7.4,9235,none,60,"Action, Adventure, Drama",Mark-Paul Gosselaar,"Saniyya Sidney, Jamie McShane, Caroline Chikezie, none"
306,Shades of Blue: Segredos Policiais,(2016–2018),7.0,9204,14,60,"Action, Crime, Drama",Jennifer Lopez,"Ray Liotta, Drea de Matteo, Dayo Okeniyi, none"
307,Star vs. As Forças do Mal,(2015–2019),8.1,9200,Livre,22,"Animation, Action, Adventure",Eden Sher,"Adam McArthur, Grey Griffin, Daron Nefcy, none"
308,Containment,(2016),7.2,9127,none,60,Drama,David Gyasi,"Christina Moses, Chris Wood, Claudia Black, none"
309,Absentia,(2017– ),7.3,9102,none,60,"Crime, Drama, Mystery",Stana Katic,"Patrick Heusinger, Cara Theobold, Neil Jackson, none"
310,Warrior,(2019– ),8.2,9014,none,60,"Action, Crime, Drama",Andrew Koji,"Olivia Cheng, Jason Tobin, Dianne Doan, none"
311,As Telefonistas,(2017– ),7.8,9013,18,50,Drama,Blanca Suárez,"Yon González, Ana Fernández, Nadia de Santiago, none"
312,Deadly Class,(2018–2019),7.8,9008,none,60,"Action, Adventure, Comedy",Benedict Wong,"Benjamin Wadsworth, Lana Condor, María Gabriela de Faría, none"
313,The Twilight Zone,(2019– ),5.8,8961,none,60,"Drama, Fantasy, Horror",Jordan Peele,"David Epstein, Paolo Maiolo, Shalyn Ferdinand, none"
314,Good Behavior,(2016–2017),8.1,8944,none,60,"Crime, Drama, Mystery",Michelle Dockery,"Juan Diego Botto, Terry Kinney, Lusia Strus, none"
315,Man Seeking Woman,(2015–2017),7.7,8931,none,21,"Comedy, Fantasy, Romance",Jay Baruchel,"Eric André, Britt Lower, Robin Duke, none"
316,Amizade Dolorida,(2019– ),7.2,8909,none,107,"Comedy, Drama",Zoe Levin,"Brendan Scannell, Micah Stock, Theo Stockman, none"
317,Backstrom,(2015),7.4,8879,none,44,"Comedy, Crime, Drama",Rainn Wilson,"Genevieve Angelson, Kristoffer Polaha, Page Kennedy, none"
318,The Gift,(2019– ),7.8,8876,14,40,"Drama, Fantasy, Mystery",Beren Saat,"Mehmet Günsür, Metin Akdülger, Melisa Senolsun, none"
319,Jinn,(2019– ),3.5,8856,none,30,"Drama, Fantasy, Horror",Salma Malhas,"Sultan Alkhail, Hamzeh Okab, Aysha Shahaltough, none"
320,American Crime,(2015–2017),7.8,8831,none,43,"Crime, Drama",Felicity Huffman,"Regina King, Timothy Hutton, Richard Cabral, none"
321,Imposters,(2017– ),7.8,8803,none,41,"Comedy, Crime, Drama",Inbar Lavi,"Rob Heaps, Parker Young, Marianne Rendón, none"
322,Vis a vis,(2015–2019),8.3,8775,16,53,"Drama, Thriller",Alba Flores,"María Isabel Díaz Lago, Marta Aledo, Najwa Nimri, none"
323,Mob Psycho 100,(2016– ),8.5,8771,none,24,"Animation, Action, Horror",Setsuo Ito,"Takahiro Sakurai, Akio Ôtsuka, Miyu Irino, none"
324,Taken,(2017–2018),6.6,8547,none,41,"Action, Drama, Thriller",Clive Standen,"Jennifer Beals, Adam Goldberg, Jessica Camacho, none"
325,Tokyo Ghoul: Root A,(2015),7.7,8536,none,24,"Animation, Action, Drama",Brina Palencia,"Michelle Rojas, Austin Tindle, Morgan Laure, none"
326,The Messengers,(2015),6.5,8530,none,60,"Drama, Fantasy, Mystery",Shantel VanSanten,"Diogo Morgado, JD Pardo, Joel Courtney, none"
327,Apocalipse V,(2019– ),6.1,8497,16,60,"Drama, Horror, Sci-Fi",Ian Somerhalder,"Adrian Holmes, Jacky Lai, Kyle Breitkopf, none"
328,Chance,(2016–2017),7.7,8418,none,60,"Drama, Mystery, Thriller",Hugh Laurie,"Ethan Suplee, Greta Lee, Stefania LaVie Owen, none"
329,Marianne,(2019– ),7.5,8387,16,50,Horror,Victoire Du Bois,"Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, none"
330,As Crônicas de Frankenstein,(2015– ),7.3,8361,16,48,"Crime, Drama, Fantasy",Sean Bean,"Richie Campbell, Tom Ward, Ryan Sampson, none"
331,Smoke,(2018–2019),8.8,8299,none,40,Thriller,Jim Sarbh,"Kalki Koechlin, Mandira Bedi, Gulshan Devaiah, none"
332,Crashing,(2016– ),7.7,8228,none,30,Comedy,Phoebe Waller-Bridge,"Jonathan Bailey, Julie Dray, Louise Ford, none"
333,Snowfall,(2017– ),8.0,8212,none,44,"Crime, Drama",Damson Idris,"Carter Hudson, Isaiah John, Sergio Peris-Mencheta, none"
334,Kevin Pode Esperar,(2016–2018),5.6,8042,none,30,Comedy,Kevin James,"Taylor Spreitler, Ryan Cartwright, Gary Valentine, none"
335,The Crossing,(2018),7.2,8015,none,42,"Adventure, Drama, Sci-Fi",Steve Zahn,"Natalie Martinez, Tommy Bastow, Rob Campbell, none"
336,The Girlfriend Experience,(2016– ),7.1,8003,none,27,Drama,Riley Keough,"Paul Sparks, Mary Lynn Rajskub, Briony Glassco, none"
337,The Odd Couple,(2015–2017),6.4,7993,none,21,Comedy,Matthew Perry,"Thomas Lennon, Lindsay Sloane, Yvette Nicole Brown, none"
338,A.P. Bio,(2018– ),7.2,7979,none,21,Comedy,Glenn Howerton,"Nick Peine, Jacob Houston, Jean Villepique, none"
339,Channel Zero,(2016–2018),7.2,7971,none,44,"Drama, Fantasy, Horror",Brandon Scott,"Marina Stephenson Kerr, Abigail Pniowsky, Diana Bentley, none"
340,Desenrolados,(2017–2018),6.7,7945,18,30,Comedy,Kathy Bates,"Aaron Moten, Elizabeth Alderfer, Tone Bell, none"
341,Dogs of Berlin,(2018– ),7.5,7914,none,542,"Action, Crime, Drama",Felix Kramer,"Fahri Yardim, Samy Abdel Fattah, Mohamed Issa, none"
342,O Caminho,(2016–2018),7.3,7864,none,60,Drama,Aaron Paul,"Michelle Monaghan, Emma Greenwell, Kyle Allen, none"
343,Battle Creek: Agentes da Lei,(2015),7.3,7857,none,44,"Comedy, Crime, Drama",Josh Duhamel,"Dean Winters, Aubrey Dollar, Edward Fordham Jr., none"
344,Suburra - La serie,(2017–2019),8.0,7848,none,50,"Action, Crime",Alessandro Borghi,"Giacomo Ferrara, Eduardo Valdarnini, Francesco Acquaroli, none"
345,Undone,(2019– ),8.3,7820,10,23,"Animation, Drama, Fantasy",Rosa Salazar,"Angelique Cabral, Constance Marie, Siddharth Dhananjay, none"
346,The Righteous Gemstones,(2019– ),8.1,7813,none,36,Comedy,John Goodman,"Danny McBride, Adam Devine, Edi Patterson, none"
347,The Brave,(2017–2018),7.6,7810,none,43,"Action, Drama, Thriller",Anne Heche,"Mike Vogel, Tate Ellington, Demetrius Grosse, none"
348,Assassinos Wu,(2019– ),6.5,7785,14,44,"Action, Crime, Drama",Iko Uwais,"Byron Mann, Li Jun Li, Lawrence Kao, none"
349,The Bold Type,(2017– ),8.0,7781,16,45,Drama,Katie Stevens,"Aisha Dee, Meghann Fahy, Melora Hardin, none"
350,Eu Tu e Ela,(2016– ),7.1,7747,none,28,"Comedy, Drama, Romance",Greg Poehler,"Rachel Blanchard, Priscilla Faia, Melanie Papalia, none"
351,Impulse,(2018– ),7.5,7735,14,50,"Action, Drama, Sci-Fi",Maddie Hasson,"Sarah Desjardins, Enuka Okuma, Craig Arnold, none"
352,Between,(2015–2016),6.0,7728,none,60,"Drama, Mystery, Sci-Fi",Jennette McCurdy,"Jesse Carere, Justin Kelly, Kyle Mac, none"
353,White Gold,(2017– ),7.4,7645,none,30,Comedy,Ed Westwick,"James Buckley, Joe Thomas, Linzey Cocker, none"
354,Demon Slayer: Kimetsu no Yaiba,(2019– ),8.9,7635,12,25,"Animation, Action, Fantasy",Natsuki Hanae,"Zach Aguilar, Abby Trott, Aleks Le, none"
355,Angie Tribeca,(2016–2018),7.0,7583,none,30,"Action, Comedy, Crime",Rashida Jones,"Jere Burns, Andree Vermeulen, Deon Cole, none"
356,On My Block,(2018– ),8.1,7466,none,30,Comedy,Sierra Capri,"Jason Genao, Brett Gray, Diego Tinoco, none"
